,,,,MM/DD/YYYY,,Albion; Big RIver,Restoration; Context; Control; Trapping,deeps (bolts & 0-100) or shallows or NA for other sites,,,,,,,m^2,,,enter number,,,,,,Get this from the processor or landing etix sheet               units in kg,Weight of subsampled urchin in bucket          units in kg,Target = purple urchin; Red=red urchin; Bycatch= any bycatch from the subsample; Leftovers= unprocessed from subsample,"strongylocentrotus purpuratus; mesocentrotus franciscanus; For bycatch, list as detailed as you can, common name is ok, just try to be consistent",Always =1 for urchins; Could be different for bycatch,0=good   1=questionable   2=bad,"N for Noyo; C for Caspar, A for Albion, P for Portuguese then unique number for each urchin per restoraiton site",Unique number per day per bin,in grams,in mm,in mm,0=absent 1=present,0=absent 1=present,in grams,0=absent 1=present,Y/N,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,M/F/U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,60,1.38,11,6,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,61,2.71,15,7,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,62,3.52,17,10,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,63,1.07,10,4,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,64,4.3,18,9,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,65,1.48,11,7,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,66,2.67,15,6,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,67,3.57,16,8,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,68,2.29,13,7,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,69,2.62,14,7,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,70,7.09,24,12,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,71,3.76,17,8,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,72,1.79,13,5,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,73,3.14,16,8,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,74,1.78,12,5,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,3.06,Target,strongylocentrotus purpuratus,1,,P,75,3.8,17,9,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"B. Saul, Gary",Safari,06/23/2026,Mendocino,Big River,Commercial Hand Harvest,5,NW,NE,N/A,N/A,0,25,No,39.18.161,123.48.153,5,,Pacific Rim,06/30/26,"BS, Gary",1,287,2.57,Leftovers,strongylocentrotus purpuratus,678,,P,N/A,2570,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,1,70.02,56,30,0,0,1.21,1,Y,0,1,1,1,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,2,8.73,27,19,0,0,0.3,1,Y,0,1,0,1,1,1,1,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,3,34.87,47,23,0,0,1.51,1,Y,0,1,0,1,1,1,1,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,4,57.18,58,30,0,0,1.39,1,Y,0,1,0,1,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,5,6.81,25,14,0,0,0.12,1,Y,0,1,1,0,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,6,8.92,30,15,0,0,0.22,1,Y,0,1,1,1,1,0,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,7,31.18,43,25,0,0,2.1,1,Y,0,1,1,0,1,0,1,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,8,11.34,32,17,0,0,0,0,Y,0,1,0,1,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,9,43.52,47,24,0,0,0.77,1,Y,0,1,1,1,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,10,8.98,28,16,0,0,0,0,Y,0,1,1,1,0,0,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,11,8.71,28,17,0,0,0.19,1,Y,0,1,0,0,1,0,1,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,12,5.32,24,15,0,0,0.12,1,Y,0,1,1,1,0,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,13,4.97,21,11,0,0,0.63,1,Y,0,1,1,0,1,1,1,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,14,20.47,36,21,0,0,0.43,1,Y,0,1,1,0,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,15,5.67,26,13,0,0,0.28,1,Y,0,1,1,1,1,1,0,0,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,16,4.3,22,11,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,17,27.97,43,21,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,18,62.56,57,30,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,19,63.55,55,29,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,20,65.15,52,31,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,21,77.7,58,32,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,22,4.84,22,13,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,23,4.24,23,11,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,24,71.99,58,26,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,25,5.21,22,12,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,26,22.72,40,18,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,27,40.66,36,18,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,28,35.12,41,26,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,29,13.2,33,15,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,30,7.2,27,14,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,31,52.91,56,31,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,32,31.57,41,21,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,33,38.76,49,25,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,34,6.4,14,14,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,35,1.05,8,8,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,36,32.23,43,26,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,37,52.06,52,29,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,38,91.96,55,34,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,39,63.6,26,12,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,40,15.66,32,21,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,41,37.55,38,22,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,42,5.55,24,13,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,43,12.33,33,17,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,44,17.27,35,15,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,45,5.26,24,14,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,46,2.83,19,11,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,47,4.72,25,12,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
UB,,"G. Downie, P. Downie, M. Kitahara",Cyndi Lynn,06/24/2026,Mendocino,Big River,Commercial Hand Harvest,8,SW,SE,N/A,N/A,N/A,N/A,No,39.18.133,123.48.188,3,,Zephyr,06/30/26,"GD, PD, MK",1,491,3.445,Target,strongylocentrotus purpuratus,1,,P,48,18.95,32,20,0,0,N/A,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,U,
